timestamp_sec,action,deployment_name,replicas,type,description
0,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
17,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
36,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
55,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
162,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
163,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
184,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
188,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
206,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
216,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
219,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
237,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
259,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
301,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
304,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
360,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
360,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
365,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
411,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
413,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
435,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
435,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
442,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
465,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
498,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
500,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
558,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
559,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
578,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
586,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
608,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
614,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
636,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
662,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
668,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
719,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
722,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
752,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
766,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
769,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
806,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
828,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
829,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
855,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
868,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
879,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
908,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
951,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
952,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
960,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
996,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1002,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
1003,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1027,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1081,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1085,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1146,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1149,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1159,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1170,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1223,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1225,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1285,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1288,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1338,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1338,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1338,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1361,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1362,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
1471,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1473,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1478,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1481,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1507,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1510,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1523,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
1606,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1608,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1628,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1646,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1656,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1667,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1668,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1783,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1792,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1794,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
