timestamp_sec,action,deployment_name,replicas,type,description
300,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
315,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
452,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
473,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
497,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
518,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
626,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
671,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
718,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
763,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
795,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
840,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
946,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
990,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
991,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
1035,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
1136,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1151,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1181,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
1196,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
1314,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1318,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1359,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
1370,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
1482,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1527,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
1547,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1592,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
1657,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1702,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
1762,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1881,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
