timestamp_sec,action,deployment_name,replicas,type,description
300,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
312,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
459,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
495,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
504,create,ibench-membw-node2,3,ibench-membw,membw pod on node2 created
540,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
609,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
640,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
654,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
685,create,ibench-membw-node1,3,ibench-membw,membw pod on node1 created
809,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
818,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
854,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
863,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
962,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
974,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1007,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
1019,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
1130,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1175,create,ibench-membw-node2,3,ibench-membw,membw pod on node2 created
1180,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1360,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1360,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
1405,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
1537,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1538,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1582,create,ibench-membw-node2,3,ibench-membw,membw pod on node2 created
1683,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1683,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
1728,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
1870,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1874,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
