timestamp_sec,action,deployment_name,replicas,type,description
0,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
23,create,ibench-membw-node2,2,ibench-membw,membw pod for node2 created
31,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
161,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
165,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
183,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
186,create,ibench-cpu-node1,2,ibench-cpu,cpu pod for node1 created
201,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
206,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
324,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
324,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
349,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
351,create,ibench-l3-node1,2,ibench-l3,l3 pod for node1 created
404,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
404,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
426,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
496,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
498,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
530,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
534,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
556,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
584,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
587,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
595,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
638,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
666,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
668,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
697,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
712,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
717,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
751,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
760,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
772,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
817,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
820,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
843,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
870,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
893,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
893,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
901,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
944,create,ibench-cpu-node2,1,ibench-cpu,cpu pod for node2 created
951,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
963,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
972,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1005,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1018,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1027,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1029,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1068,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1068,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1086,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1093,create,ibench-l3-node2,2,ibench-l3,l3 pod for node2 created
1155,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1155,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1191,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
1206,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1229,delete,ibench-l3-node2,,ibench-l3,l3 pod for node2 deleted
1232,create,ibench-cpu-node2,2,ibench-cpu,cpu pod for node2 created
1252,delete,ibench-membw-node2,,ibench-membw,membw pod for node2 deleted
1254,create,ibench-cpu-node1,1,ibench-cpu,cpu pod for node1 created
1303,delete,ibench-membw-node1,,ibench-membw,membw pod for node1 deleted
1305,create,ibench-membw-node2,1,ibench-membw,membw pod for node2 created
1355,delete,ibench-l3-node1,,ibench-l3,l3 pod for node1 deleted
1355,create,ibench-membw-node1,1,ibench-membw,membw pod for node1 created
1413,delete,ibench-cpu-node2,,ibench-cpu,cpu pod for node2 deleted
1416,create,ibench-l3-node1,1,ibench-l3,l3 pod for node1 created
1434,create,ibench-l3-node2,1,ibench-l3,l3 pod for node2 created
1449,delete,ibench-cpu-node1,,ibench-cpu,cpu pod for node1 deleted
