timestamp_sec,action,deployment_name,replicas,type,description
300,create,ibench-membw-node1,3,ibench-membw,membw pod on node1 created
313,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
416,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
461,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
476,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
521,create,ibench-membw-node1,3,ibench-membw,membw pod on node1 created
641,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
686,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
686,create,ibench-membw-node2,3,ibench-membw,membw pod on node2 created
731,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
885,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
906,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
930,create,ibench-membw-node2,2,ibench-membw,membw pod on node2 created
951,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
1119,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1121,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1164,create,ibench-membw-node2,3,ibench-membw,membw pod on node2 created
1168,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
1315,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1356,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1360,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
1401,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
1500,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1545,create,ibench-membw-node1,2,ibench-membw,membw pod on node1 created
1561,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1606,create,ibench-membw-node2,1,ibench-membw,membw pod on node2 created
1739,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
1749,delete,ibench-membw-node2,,ibench-membw,membw pod on node2 deleted
1784,create,ibench-membw-node1,1,ibench-membw,membw pod on node1 created
1923,delete,ibench-membw-node1,,ibench-membw,membw pod on node1 deleted
